intent,text,意图描述,是否新增
ask_doubt,哎呀，算了算了，我上当。,骗子,
not_understand,你这个我没看明白他那个。,听不懂,
ask_doubt,嗯，那个啥真的假的，这是呵呵。,骗子,
ask_who,啊，啥事你说。,询问是谁,
ask_listen,我我问你，你有听到吗？,询问是否听到,
not_understand,嗯，没听懂，你刚才最后一句。,听不懂,
ask_doubt,嗯，我想问一下他那个讲有的人点来点去是假的啊。,骗子,
not_understand,啊，你的意思是那个还要。,听不懂,
ask_doubt,是是真的吗？,骗子,
how_operate,我要怎么操作？,操作流程/怎么操作,
ask_doubt,不需要了，你那个别忽悠人家啊，大姐。,骗子,
client_busy,嗯，等一下吧啊。,正在忙,
ask_doubt,我不是投了就投了吗？还有啥子链接这些哦，你们不是骗子的吗？,骗子,
not_understand,什么呀，你说一下。,听不懂,
ask_doubt,这个是这个是假的。,骗子,
ask_doubt,你这个是真的吗？,骗子,
ask_doubt,你这是真的还是假的？我刚才是跑了，前几天你们在广告。,骗子,
ask_who,啊，怎么了？你说去。,询问是谁,
ask_doubt,啊，不用了，我是觉得你们那个感觉你们那个很深的套路。,骗子,
ask_who,这怎么。,询问是谁,
ask_doubt,我还不知道怎么操作，在抖音上看到的，不知道是真的是假的呢。,骗子,
ask_who,说怎么啦？,询问是谁,
ask_robot,哦，机器人的你是机。,你是机器人,
ask_who,听听得到啊，怎么了？,询问是谁,
ask_doubt,有是有的，我不知道是真的还是假的嘞。,骗子,
not_understand,你说的是什么意思？我保了就保了就可以了吗？,听不懂,
ask_who,喂，怎么说啊？,询问是谁,
ask_who,怎么搞，你跟我说。,询问是谁,
ask_doubt,你这个真的假的倒闭。,骗子,
ask_listen,嗯，你好，听到吗？,询问是否听到,
ask_who,说我啥事啊？,询问是谁,
ask_listen,听得到是吗？,询问是否听到,
not_understand,我听不懂。,听不懂,
ask_doubt,你这是真的吗？假的哦。,骗子,
not_understand,不是，我没有听懂你说什么。,听不懂,
not_understand,你再重新说一遍。,听不懂,
ask_fee,现在嗯嗯批改申请是不是再加钱？,询问费用,
ask_who,怎么啦？,询问是谁,
ask_who,对，怎么啦？,询问是谁,
normal_response,啊。,正常应答,
ask_doubt,啊，我这不是在犹豫呢，这个是真的假的。,骗子,
refuse,嗯，我没考虑清楚。,拒绝，否认,
ask_who,哦，那怎么了？,询问是谁,
ask_doubt,我怕是骗人的，我不敢下单。,骗子,
ask_doubt,哦，有有这这个对我我我充了。对，这个是真的还是假的，我就说。,骗子,
no_impression,没印象啊。,没印象,
ask_who,怎么干啊，你说吧。,询问是谁,
how_operate,哦，然后就是要我自己去操作是吗？,操作流程/怎么操作,
not_understand,啥意思？,听不懂,
how_operate,你你重新讲一遍，你是要怎么做。,听不懂,
client_busy,等一下吧。,正在忙,
ask_who,听得到啊，怎么了？,询问是谁,
ask_doubt,啊，这个这是真是假的，不知道啊。,骗子,
ask_doubt,呃，我们不敢点，我怕上当。,骗子,
ask_doubt,有的呀，我刚投的，我是看那个抖音上投的，是真的还是假的。,骗子,
ask_doubt,这些不能不能点这些骗人的太多了，不敢点哈。,骗子,
ask_robot,有啊，刚才打我打进去人工服务怎么打不过去啊。,你是机器人,
client_busy,没有没有，等过两天吧，这两天没时间。,正在忙,
ask_who,您说要干嘛来着？,询问是谁,
ask_who,你干嘛呢？你说。,询问是谁,
ask_doubt,这是不真实的。,骗子,
ask_doubt,我知道啊这个可靠不？,骗子,
how_operate,怎么升级,操作流程/怎么操作,
how_operate,在哪里升级啊,操作流程/怎么操作,
insurance_settle_claim,嗯，我问你问题，我是弄进去了，那你有什么证据，到时候我比如说生病了，有赔赔款了，在什么，你怎么有什么证据给我了？,如何理赔,
ask_doubt,不会有什么猫腻吧。,骗子,
ask_doubt,我一直说不会有什么猫腻吧。,骗子,
ask_fee,保费变不变。,询问费用,
no_interest,刚才我是也在刷刷的时候看了一下，随便点了一下OK看一下。,不感兴趣,
insurance_settle_claim,嗯，那这个怎么申请理赔呢？,如何理赔,
no_interest,刚刚点了，我弄我不知道，不知不觉的点到了,不感兴趣,
ask_who,啊，对，刚才弄了什么事？,询问是谁,
ask_who,啊，美女怎么说？,询问是谁,
ask_doubt,我知道这个我觉得真实程度怎么样，我给我爱人投的。,骗子,
client_busy,中午可以吗？,正在忙,
normal_response,哦呦。,正常应答,
normal_response,嗯。,正常应答,
client_busy,先等一会儿行吧，等到中午我下班的时候。,正在忙,
insurance_settle_claim,保险的理赔流程是什么样的？,如何理赔,
how_operate,在手机上面能操作吗？,操作流程/怎么操作,
refuse,不要了，不要不要不要啊。,拒绝，否认,
client_busy,啊，没有没有时间嗯嗯。,正在忙,
client_busy,现在没有什么时间，这里没信号。,正在忙,
client_busy,八点钟。,正在忙,
refuse,哦，那你不买，你就买就行了。,拒绝，否认,
normal_response,嗯嗯。,正常应答,
ask_who,呃，怎么是呃怎么样啊？,询问是谁,
client_busy,啊，稍等。,正在忙,
insurance_settle_claim,呃，就是我以后想，比如说生病了，想要理赔的话，我怎么找你们呢？,如何理赔,
client_busy,信号不好，过一会过一会。,正在忙,
refuse,啊，没没有。,拒绝，否认,
normal_response,哦，哦。,正常应答,
client_busy,啊，等一会。,正在忙,
ask_doubt,不是真的。,骗子,
refuse,啊，这个不需要了，他说。,拒绝，否认,
refuse,不对。,拒绝，否认,
ask_fee,可以吧，不花钱吗？,询问费用,
normal_response,啊啊。,正常应答,
client_busy,哦，行，没有时间，等你有时间吧。,正在忙,
client_busy,啊，不用说了，我有事好吧。,正在忙,
no_interest,嗯，我随便按一下子。,不感兴趣,
ask_doubt,嗯，你这个都是骗人的，哪里有一个月110块1块到第二个月都不止这个价了嘛。,骗子,
normal_response,哎呦。,正常应答,
nlu_fallback,嗯，那我假如。,骗子,
ask_doubt,真的能给我报销吗？,骗子,
ask_robot,你这个是那个录音的还是人工的？,你是机器人,
refuse,但是我真的没办。,拒绝，否认,
normal_response,嗯嗯。嗯。,正常应答,
insurance_settle_claim,我我问一下，这咋理赔了，怎么假如说我住院之后。,如何理赔,
ask_doubt,估计我害怕。,骗子,
normal_response,哎呀，又。,正常应答,
refuse,哦，现在没有。,拒绝，否认,
ask_doubt,这个准不准啊？,骗子,
ask_doubt,有啊有啊，我不是刚昨天还是前天，我是看人家不知道是真还是假呢。,骗子,
ask_doubt,我感觉我那个那个保险，你们这个保险好像要套路的啊。,骗子,
ask_fee,嗯，还要交钱吗？,询问费用,
ask_robot,你人工。,你是机器人,
no_interest,呃，我昨天我呃我点了试试看了怎么了。,不感兴趣,
refuse,我我不申请了。,拒绝，否认,
ask_doubt,是真的假的。,骗子,
ask_doubt,我等等，我等你咋回事都能操作你你你这个是同安保险真的假的。,骗子,
refuse,想不想不想不想。,拒绝，否认,
ask_doubt,很假的。,骗子,
client_busy,那我有空再看吧。,正在忙,
ask_doubt,那那那那那就不行，你们这儿不属于电信诈骗吧。,骗子,
ask_robot,你是不是机器人啊，记录的太小。,你是机器人,
ask_fee,工资和保费啷个交啊？,询问费用,
ask_doubt,嗯，有是真的吗？,骗子,
ask_robot,嗯，人工。,你是机器人,
ask_doubt,我不会搞你们的链接，你们的链接有毒。,骗子,
ask_doubt,是真的吧。,骗子,
refuse,啊，别说了。,拒绝，否认,
ask_robot,我是什么人，就是人。,你是机器人,
ask_who,哪位？,询问是谁,
ask_doubt,有病啊，我感觉我那个是骗人的嘛。,骗子,
ask_robot,你告诉你这就是个电电脑语音，你不会在这说话，你听。,你是机器人,
ask_doubt,有啊，这个是不是真的，我我不知道这是不是真的。,骗子,
nlu_fallback,嗯，没有讲。,拒绝，否认,
normal_response,呃，那个嗯。,正常应答,
client_busy,嗯，到时候再说吧。,正在忙,
ask_doubt,是不是诈骗的，我都怀疑你们。,骗子,
client_busy,哦，我那个本来要来车好玩的时间算了算了。,正在忙,
ask_robot,你是不是机器人呀？,你是机器人,
no_idea,不知道。,不知道，不清楚,
refuse,嗯，没有。,拒绝，否认,
ask_doubt,有我昨天投的，然后他们说好多人都说是假的。,骗子,
refuse,对我我不想买这个啊。,拒绝，否认,
ask_robot,你是不是机器人还是真人？,你是机器人,
ask_fee,用不用加减呢？,询问费用,
normal_response,啊，那。,正常应答,
ask_fee,还要交保费吗？,询问费用,
refuse,对不起，不需要了，那是那暂停吧。有一个。,拒绝，否认,
client_busy,什么设置？我在开车呢？,正在忙,
ask_who,你这里是哪里啊？,询问是谁,
client_busy,有空再看吧。,正在忙,
ask_doubt,你你你下个月也扣我的，你不是这交一块钱，这这这这怎么你们都是骗呢？,骗子,
no_interest,啊，我也是只管点点试试，不知道有效没有。,不感兴趣,
ask_doubt,好的好的，不用了，我这些东西我也不确定你们有没有什么问题啊。,骗子,
normal_response,哈哈哈哈。,正常应答,
client_busy,嗯，你这尽尽尽尽快尽快尽快有事。,正在忙,
no_interest,啊，我我我没有，我别的不懂，我只是看到，然后我随便就就就交进去了。,不感兴趣,
client_busy,你快说吧，孩子用我的上网课了。,正在忙,
no_interest,呃，你好，我想说一下，我刚才不小心点错了，我就是还是搞。,不感兴趣,
client_busy,哦，您快点，因为这儿要做核酸呀。,正在忙,
refuse,呃，我现在需要不着的,拒绝，否认,
ask_doubt,好，这是真实的吧。,骗子,
refuse,什么事讲解什么不要讲解了。,拒绝，否认,
ask_doubt,真不敢点开。,骗子,
ask_doubt,你这个是骚扰电话，不是这个这个众安保险。,骗子,
insurance_settle_claim,他这个怎么赔的呢？到哪里赔呢？,如何理赔,
refuse,我不知道这个。,拒绝，否认,
新意图,嗯，我不知道这个有没有用，我是试试看有没有用。,不感兴趣,
ask_doubt,真的有这么好啊。,骗子,
ask_doubt,我哎我就觉得很奇怪呀，你怎么不用官方我。,骗子,
client_busy,知道的才会投呀。你这些废话不要讲了，我有事情。,正在忙,
ask_doubt,你这个我是我，你这个我看是大兴的，不是不是正正规的。,骗子,
ask_doubt,你们不是正规的吧,骗子,
no_interest,我我我是那个那个我是无意拨点的。,不感兴趣,
ask_doubt,我我我不知道你到底是不是工作人员呢，我我凭什么相信你啊。,骗子,
ask_doubt,你是众安的员工吗，我怎么相信你们呢,骗子,
normal_response,喂。,正常应答,
ask_doubt,你你这个电话号码怎么是虚拟运营商，什么意思啊？,骗子,
insurance_settle_claim,我知道了，我问一下咱咱这个理赔的话是怎么理赔的这通过。,如何理赔,
ask_doubt,没没事没事没事，我不会在你发的这个链接上面修改任何东西，也不是我对你的不信任。,骗子,
ask_fee,啊，不用不用不用再花钱了吗？,询问费用,
ask_doubt,你点链接我不敢点呀。,骗子,
ask_robot,不是，你不是工作人员吧。,你是机器人,
refuse,哎，不对呀。,拒绝，否认,
ask_doubt,他会发短信，我不会按照你的提示去去点的。,骗子,
ask_doubt,我不会去点那些东西的,骗子,
refuse,没有没有投过你这个保险？,拒绝，否认,
ask_doubt,明白，我不明白，因为我点的时候都没有显示什么升级什么。你现在来给我升级，我也不知道你是谁，是不是你所谓的链接，我都不知道有没有问题。,骗子,
ask_doubt,嗯，你的链接我不敢点啊。,骗子,
client_busy,呃，你你也你也听我说一下，然后我现在在住院，我。,正在忙,
no_interest,应该是点错了吧，是我妈妈点错了吧。他说。,不感兴趣,
no_interest,在我无聊，我点一下，我也没兴趣上啊。,不感兴趣,
no_interest,嗯，要要要升级是吧？我刚才看到了，我我以为跟这个没关系，所以没有点。,不感兴趣,
ask_doubt,那我怎么相信你呢？,骗子,
insurance_settle_claim,那个我要那个住院那个报案。,如何理赔,
insurance_settle_claim,也就是说，过去两年老师生病申请理赔的话，是怎么申请呢？,如何理赔,
insurance_settle_claim,我买保险，我肯定是你要我要申请理赔。,如何理赔,
insurance_settle_claim,对吧我想理赔的话。,如何理赔,
insurance_settle_claim,你怎么报销呢？,如何理赔,
insurance_settle_claim,那我现在家人住院了，我怎么去申请理赔呀？,如何理赔,
